"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","pH","sulphates","alcohol","quality","type_wine"
"5991",7.3,0.22,0.37,15.5,0.048,203,3.25,0.77,9.4,5,0
"3683",9.4,0.3,0.32,10.7,0.029,111,2.85,0.42,10.6,5,0
"306",10.3,0.53,0.48,2.5,0.063,25,3.12,0.59,9.3,6,1
"311",10.3,0.53,0.48,2.5,0.063,25,3.12,0.59,9.3,6,1
"2648",8.3,0.4,0.38,1.1,0.038,75,3.03,0.43,9.2,5,0
"1095",6.6,0.725,0.09,5.5,0.117,17,3.35,0.49,10.8,6,1
"1097",6.6,0.725,0.09,5.5,0.117,17,3.35,0.49,10.8,6,1
"3825",7.6,0.23,0.26,15.3,0.067,166,3.03,0.44,9.2,4,0
"1028",6.4,0.795,0,2.2,0.065,52,3.49,0.52,11.6,5,1
"300",6.9,0.67,0.06,2.1,0.08,33,3.68,0.71,9.6,5,1
"420",6.8,0.77,0,1.8,0.066,52,3.62,0.68,9.9,5,1
"1239",8.1,0.73,0,2.5,0.081,24,3.38,0.46,9.6,4,1
"3933",6.8,0.37,0.28,1.9,0.024,106,3.45,0.6,12.6,8,0
"5454",5.9,0.12,0.27,4.8,0.03,110,3.55,0.68,12.1,6,0
"2805",8.9,0.33,0.32,1.5,0.047,200,3.19,0.46,9.4,5,0
"624",7.9,0.51,0.25,2.9,0.077,45,3.49,0.96,12.1,6,1
"2163",7.4,0.3,0.22,1.4,0.046,135,3.08,0.77,10.4,7,0
"3693",6.6,0.22,0.53,15.1,0.052,136,2.94,0.35,9.4,5,0
"3694",6.6,0.22,0.53,15.1,0.052,136,2.94,0.35,9.4,5,0
"1584",6.2,0.46,0.29,2.1,0.074,98,3.33,0.62,9.8,5,1
"3222",6.5,0.44,0.49,7.7,0.045,169,3.11,0.37,8.7,6,0
"5025",7.1,0.17,0.4,14.55,0.047,156,3.34,0.78,9.1,6,0
"5026",7.1,0.17,0.4,14.55,0.047,156,3.34,0.78,9.1,6,0
"5030",7.1,0.17,0.4,14.55,0.047,156,3.34,0.78,9.1,6,0
"2705",5.5,0.32,0.45,4.9,0.028,191,3.51,0.49,11.5,7,0
"1308",6.8,0.68,0.09,3.9,0.068,29,3.41,0.52,11.1,4,1
"1024",8.2,0.32,0.42,2.3,0.098,9,3.27,0.55,12.3,6,1
"4089",6.1,0.28,0.24,19.95,0.074,174,3.19,0.44,9.3,6,0
"4092",6.1,0.28,0.24,19.95,0.074,174,3.19,0.44,9.3,6,0
"2209",7.4,0.37,0.35,5.7,0.061,94,3.48,0.69,10.7,6,0
"187",7.4,0.39,0.48,2,0.082,67,3.34,0.55,9.2,5,1
"318",9.6,0.77,0.12,2.9,0.082,74,3.3,0.64,10.4,6,1
"320",9.6,0.77,0.12,2.9,0.082,74,3.3,0.64,10.4,6,1
"3635",8.8,0.2,0.28,1.1,0.018,72,2.97,0.35,10.4,5,0
"2737",6.1,0.31,0.37,8.4,0.031,170,3.42,0.4,11.7,8,0
"3488",7.2,0.24,0.4,17.85,0.049,185,3.34,0.42,9.6,5,0
"655",8.6,0.47,0.47,2.4,0.074,29,3.08,0.46,9.5,5,1
"2860",6.4,0.23,0.3,7.1,0.037,236,3.06,0.34,9.2,6,0
"319",9.8,0.66,0.39,3.2,0.083,59,3.37,0.71,11.5,7,1
"321",9.8,0.66,0.39,3.2,0.083,59,3.37,0.71,11.5,7,1
"5939",6.8,0.24,0.29,2,0.044,96,3.23,0.64,10.4,8,0
"6088",6.7,0.48,0.49,2.9,0.03,122,3.13,0.4,13,6,0
"6089",6.7,0.48,0.49,2.9,0.03,122,3.13,0.4,13,6,0
"1205",7.2,0.36,0.46,2.1,0.074,44,3.4,0.85,11,7,1
"1206",7.2,0.36,0.46,2.1,0.074,44,3.4,0.85,11,7,1
"1207",7.2,0.36,0.46,2.1,0.074,44,3.4,0.85,11,7,1
"1209",7.2,0.36,0.46,2.1,0.074,44,3.4,0.85,11,7,1
"4039",7.3,0.27,0.37,9.7,0.042,130,3.48,0.75,9.9,6,0
"4779",8.5,0.2,0.4,1.1,0.046,106,3,0.35,10.5,4,0
"6046",4.4,0.46,0.1,2.8,0.024,111,3.48,0.34,13.1,6,0
"179",7,0.805,0,2.5,0.068,20,3.48,0.56,9.6,5,1
"4709",6.9,0.3,0.36,4.5,0.054,203,3.4,0.57,10.4,4,0
"1484",8.1,0.33,0.44,1.5,0.042,12,3.35,0.61,10.7,5,1
"4009",7.1,0.21,0.28,2.7,0.034,111,3.35,0.64,10.2,4,0
"4013",7.1,0.21,0.28,2.7,0.034,111,3.35,0.64,10.2,4,0
"1136",8,0.25,0.43,1.7,0.067,50,3.38,0.6,11.9,6,1
"4862",7.6,0.19,0.32,18.75,0.047,193,3.1,0.5,9.3,7,0
"1195",7,0.745,0.12,1.8,0.114,64,3.22,0.59,9.5,6,1
"2354",5.9,0.35,0.47,2.2,0.11,138,3.09,0.5,9.1,5,0
"974",8.5,0.34,0.44,1.7,0.079,12,3.52,0.63,10.7,5,1
"5178",6.7,0.22,0.22,1.2,0.038,124,3.1,0.37,11.2,4,0
"3492",6.8,0.24,0.31,18.3,0.046,142,3.3,0.41,8.7,5,0
"3493",6.8,0.24,0.31,18.3,0.046,142,3.3,0.41,8.7,5,0
"4187",5.1,0.14,0.25,0.7,0.039,89,3.22,0.43,9.2,6,0
"4241",6.1,0.15,0.35,15.8,0.042,158,3.24,0.37,10.6,5,0
"201",9.6,0.32,0.47,1.4,0.056,24,3.22,0.82,10.3,7,1
"5850",6.7,0.11,0.26,14.8,0.053,95,3.2,0.35,9.8,6,0
"5852",6.7,0.11,0.26,14.8,0.053,95,3.2,0.35,9.8,6,0
"689",7.7,0.66,0.04,1.6,0.039,9,3.4,0.47,9.4,5,1
"2545",6.7,0.15,0.29,5,0.058,105,3.52,0.44,10.2,7,0
"1504",6.2,0.44,0.39,2.5,0.077,14,3.51,0.69,11,6,1
"1785",6.8,0.29,0.56,11.9,0.043,230,3.02,0.63,9.3,5,0
"1549",11.2,0.4,0.5,2,0.099,50,3.1,0.58,10.4,5,1
"939",7.2,0.38,0.38,2.8,0.068,42,3.34,0.72,12.9,7,1
"5083",6.1,0.36,0.26,8.15,0.035,88,3.06,0.27,13,7,0
"2907",9.7,0.14,0.59,1.5,0.049,142,2.98,0.62,9.5,5,0
"806",8.2,0.28,0.4,2.4,0.052,10,3.33,0.7,12.8,7,1
"808",8.2,0.28,0.4,2.4,0.052,10,3.33,0.7,12.8,7,1
"1126",8.8,0.24,0.35,1.7,0.055,27,3.14,0.59,11.3,7,1
"1548",6.3,0.6,0.1,1.6,0.048,26,3.55,0.51,12.1,5,1
"4568",8.4,0.31,0.31,0.95,0.021,148,2.93,0.32,11.5,5,0
"4570",8.4,0.31,0.31,0.95,0.021,148,2.93,0.32,11.5,5,0
"2619",8.3,0.14,0.26,1.5,0.049,189,3.21,0.62,9.5,6,0
"298",7.1,0.63,0.06,2,0.083,29,3.67,0.73,9.6,5,1
"2715",7,0.15,0.38,2.2,0.047,96,3.13,0.39,10.4,8,0
"400",8.7,0.765,0.22,2.3,0.064,42,3.1,0.55,9.4,5,1
"23",7.9,0.43,0.21,1.6,0.106,37,3.17,0.91,9.5,5,1
"28",7.9,0.43,0.21,1.6,0.106,37,3.17,0.91,9.5,5,1
"1294",7.5,0.755,0,1.9,0.084,12,3.34,0.49,9.7,4,1
"6160",5.4,0.27,0.22,4.6,0.022,107,3.33,0.54,13.8,6,0
"5751",7.4,0.26,0.32,3.7,0.032,193,3.1,0.67,12.5,6,0
"1131",9.1,0.6,0,1.9,0.058,10,3.18,0.63,10.4,6,1
"1774",7.5,0.27,0.31,17.7,0.051,173,3.09,0.64,10.2,5,0
"4493",6.2,0.16,0.34,1.7,0.038,153,3.33,0.86,12,7,0
"1507",6.8,0.81,0.05,2,0.07,14,3.51,0.66,10.8,6,1
"1257",7.5,0.59,0.22,1.8,0.082,60,3.1,0.42,9.2,5,1
"790",8.6,0.63,0.17,2.9,0.099,119,3.09,0.52,9.3,5,1
"3359",6.6,0.62,0.2,8.7,0.046,224,3.17,0.44,9.3,5,0
"4075",7.4,0.56,0.09,1.5,0.071,117,3.22,0.53,9.8,5,0
"6362",5.9,0.48,0.3,1.5,0.037,78,3.47,0.42,11.9,7,0
"3733",8.3,0.24,0.27,2.1,0.03,162,2.99,0.68,11.9,6,0
"5476",6.1,0.22,0.28,16.55,0.059,135,3.2,0.38,10.5,5,0
"5891",7.2,0.21,0.36,15.7,0.045,183,3.25,0.76,9.4,5,0
"5893",7.2,0.21,0.36,15.7,0.045,183,3.25,0.76,9.4,5,0
"5895",7.2,0.21,0.36,15.7,0.045,183,3.25,0.76,9.4,5,0
"2474",7.7,0.15,0.29,1.3,0.029,64,3.35,0.39,10.1,5,0
"2981",5.7,0.43,0.3,5.7,0.039,98,3.54,0.61,12.3,7,0
"1218",8.2,0.34,0.37,1.9,0.057,74,3.23,0.81,12,6,1
"5126",8.9,0.27,0.28,0.8,0.024,128,3.01,0.35,12.4,6,0
"4097",6.8,0.21,0.36,18.1,0.046,133,3.27,0.48,8.8,5,0
"4098",6.8,0.21,0.36,18.1,0.046,133,3.27,0.48,8.8,5,0
"4100",6.8,0.21,0.36,18.1,0.046,133,3.27,0.48,8.8,5,0
"2071",6.5,0.38,0.34,3.4,0.036,200,3.14,0.76,10,5,0
"78",6.8,0.785,0,2.4,0.104,30,3.52,0.55,10.7,6,1
"1139",7.5,0.41,0.15,3.7,0.104,94,3.14,0.58,9.1,5,1
"3728",5.9,0.5,0.05,2.6,0.054,146,3.43,0.5,9.2,6,0
"3758",7.4,0.18,0.27,1.3,0.048,105,3.52,0.66,10.6,6,0
"119",8.8,0.55,0.04,2.2,0.119,56,3.21,0.6,10.9,6,1
"122",8.8,0.55,0.04,2.2,0.119,56,3.21,0.6,10.9,6,1
"1057",8.9,0.48,0.53,4,0.101,10,3.21,0.59,12.1,7,1
"1060",8.9,0.48,0.53,4,0.101,10,3.21,0.59,12.1,7,1
"3320",7.6,0.2,0.39,2.6,0.044,180,3.46,0.44,10.8,7,0
"4226",8,0.24,0.26,1.7,0.033,136,3.44,0.51,10.4,7,0
"5236",6.5,0.26,0.39,1.4,0.02,66,3.25,0.75,11.3,7,0
"3378",6.4,0.15,0.36,1.8,0.034,150,3.42,0.69,11,8,0
"3379",6.4,0.15,0.36,1.8,0.034,150,3.42,0.69,11,8,0
"742",9.2,0.53,0.24,2.6,0.078,139,3.21,0.57,9.5,5,1
"1071",9.3,0.33,0.45,1.5,0.057,37,3.18,0.89,11.1,7,1
"874",9.1,0.21,0.37,1.6,0.067,10,3.23,0.58,11.1,7,1
"2849",8.4,0.57,0.44,10.7,0.051,195,3.15,0.51,10.4,5,0
"4490",5.2,0.285,0.29,5.15,0.035,138,3.19,0.34,12.4,8,0
"4884",8,0.34,0.25,6.4,0.035,103,2.91,0.23,12.2,6,0
"1493",6.2,0.65,0.06,1.6,0.05,18,3.57,0.54,11.95,5,1
"3608",7.2,0.15,0.39,1.8,0.043,159,3.52,0.47,10,5,0
"3611",7.2,0.15,0.39,1.8,0.043,159,3.52,0.47,10,5,0
"1900",6.1,0.41,0,1.6,0.063,87,3.27,0.67,10.8,6,0
"1902",6.1,0.41,0,1.6,0.063,87,3.27,0.67,10.8,6,0
"228",9,0.82,0.14,2.6,0.089,23,3.39,0.63,9.8,5,1
"3946",7.7,0.28,0.63,11.1,0.039,179,3.08,0.44,8.8,4,0
"1600",7,0.27,0.36,20.7,0.045,170,3,0.45,8.8,6,0
"1607",7,0.27,0.36,20.7,0.045,170,3,0.45,8.8,6,0
"3107",7.8,0.26,0.74,7.5,0.044,160,3.22,0.64,10,6,0
"3698",7.4,0.18,0.36,13.1,0.056,163,3.42,0.35,9.1,6,0
"3708",7.4,0.18,0.36,13.1,0.056,163,3.42,0.35,9.1,6,0
"2447",9.2,0.34,0.27,1.2,0.026,73,3.08,0.39,10.8,5,0
"1182",9.8,0.39,0.43,1.65,0.068,11,3.19,0.46,11.4,5,1
"3232",7.1,0.28,0.49,6.5,0.041,111,3.41,0.58,12.2,8,0
"5430",4.8,0.26,0.23,10.6,0.034,111,3.46,0.28,11.5,7,0
"1544",11.1,0.44,0.42,2.2,0.064,19,3.25,0.57,10.4,6,1
"5746",7.1,0.13,0.29,15.5,0.064,115.5,3.16,0.41,9.7,7,0
"4513",7.7,0.18,0.3,1.2,0.046,199,3.03,0.38,9.3,5,0
"3297",6.9,0.18,0.3,2,0.038,190,3.32,0.37,12.2,6,0
"81",6.2,0.45,0.2,1.6,0.069,15,3.41,0.56,9.2,5,1
"3168",7.4,0.3,0.49,8.2,0.055,188,3.52,0.58,9.7,6,0
"3171",7.4,0.3,0.49,8.2,0.055,188,3.52,0.58,9.7,6,0
"2647",7,0.31,0.52,1.7,0.029,61,3.07,0.43,10.4,5,0
"2654",7,0.31,0.52,1.7,0.029,61,3.07,0.43,10.4,5,0
"5339",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5340",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5341",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5342",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5343",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5344",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5345",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"5350",7,0.15,0.28,14.7,0.051,149,2.96,0.39,9,7,0
"4280",8,0.17,0.29,2.4,0.029,119,3.03,0.33,12.9,6,0
"4286",8,0.17,0.29,2.4,0.029,119,3.03,0.33,12.9,6,0
"1385",7.1,0.755,0.15,1.8,0.107,84,3.19,0.5,9.5,5,1
"594",9.9,0.49,0.58,3.5,0.094,43,3.29,0.58,9,5,1
"2368",6.7,0.11,0.34,8.8,0.043,113,3.42,0.4,9.3,7,0
"2369",6.7,0.11,0.34,8.8,0.043,113,3.42,0.4,9.3,7,0
"1573",7.3,0.69,0.32,2.2,0.069,104,3.33,0.51,9.5,5,1
"65",7.2,0.725,0.05,4.65,0.086,11,3.41,0.39,10.9,5,1
"66",7.2,0.725,0.05,4.65,0.086,11,3.41,0.39,10.9,5,1
"6436",6.7,0.5,0.36,11.5,0.096,92,3.11,0.49,9.6,5,0
"1232",7.8,0.815,0.01,2.6,0.074,90,3.38,0.62,10.8,5,1
"3731",7.1,0.22,0.32,16.9,0.056,158,3.37,0.38,9.6,6,0
"3732",7.1,0.22,0.32,16.9,0.056,158,3.37,0.38,9.6,6,0
"1453",6.6,0.58,0.02,2,0.062,53,3.35,0.76,11.6,7,1
"1560",7.8,0.6,0.26,2,0.08,131,3.21,0.52,9.9,5,1
"1561",7.8,0.6,0.26,2,0.08,131,3.21,0.52,9.9,5,1
"1562",7.8,0.6,0.26,2,0.08,131,3.21,0.52,9.9,5,1
"5422",7,0.33,0.28,5.7,0.033,204,3.17,0.64,12.5,6,0
"2514",8,0.32,0.26,1.2,0.05,88,3.24,0.37,9.5,4,0
"5710",7.6,0.4,0.27,1.2,0.053,193,3.22,0.38,11.6,5,0
"5151",5.7,0.22,0.22,16.65,0.044,110,3.24,0.48,9,6,0
"5152",5.7,0.22,0.22,16.65,0.044,110,3.24,0.48,9,6,0
"5153",5.7,0.22,0.22,16.65,0.044,110,3.24,0.48,9,6,0
"5158",5.7,0.22,0.22,16.65,0.044,110,3.24,0.48,9,6,0
"3028",8.2,0.18,0.49,1.1,0.033,81,3,0.68,10.4,7,0
"3037",8.2,0.18,0.49,1.1,0.033,81,3,0.68,10.4,7,0
"147",5.8,0.68,0.02,1.8,0.087,94,3.54,0.52,10,5,1
"69",9.3,0.32,0.57,2,0.074,65,3.28,0.79,10.7,5,1
"6114",6.1,0.4,0.18,9,0.051,259,3.19,0.5,8.8,5,0
"6367",6.6,0.19,0.25,1.2,0.052,181,3.3,0.42,9.4,7,0
"2519",8.6,0.18,0.4,1.1,0.04,107,2.94,0.32,10.2,7,0
"5281",7,0.22,0.26,9.2,0.027,122,3.06,0.34,12.5,8,0
"5289",7,0.22,0.26,9.2,0.027,122,3.06,0.34,12.5,8,0
"26",6.3,0.39,0.16,1.4,0.08,23,3.34,0.56,9.3,5,1
"3813",7.4,0.17,0.29,1.4,0.047,107,3.52,0.65,10.4,6,0
"3330",9.2,0.23,0.3,1.1,0.031,99,2.94,0.3,10.4,6,0
"1488",6,0.64,0.05,1.9,0.066,17,3.52,0.78,10.6,5,1
"1268",10.4,0.43,0.5,2.3,0.068,19,3.1,0.87,11.4,6,1
"5241",6,0.25,0.4,5.7,0.052,152,3.16,0.88,10.5,6,0
"5242",6,0.25,0.4,5.7,0.052,152,3.16,0.88,10.5,6,0
"2936",7.8,0.29,0.36,7,0.042,161,3.26,0.37,11.2,8,0
"2948",7.8,0.29,0.36,7,0.042,161,3.26,0.37,11.2,8,0
"4376",7,0.36,0.32,10.5,0.045,135,3.09,0.33,11.6,8,0
"3061",6.4,0.145,0.49,5.4,0.048,164,3.56,0.44,10.8,6,0
"4462",5.1,0.11,0.32,1.6,0.028,90,3.57,0.52,12.2,6,0
"1586",7.2,0.39,0.44,2.6,0.066,48,3.3,0.84,11.5,6,1
"5592",6.7,0.19,0.32,3.7,0.041,76,2.9,0.57,10.5,7,0
"713",8.7,0.69,0,3.2,0.084,33,3.36,0.45,9.4,5,1
"3132",7.5,0.23,0.49,7.7,0.049,209,3.14,0.3,11.1,7,0
"289",8.7,0.52,0.09,2.5,0.091,49,3.34,0.86,10.6,7,1
"291",8.7,0.52,0.09,2.5,0.091,49,3.34,0.86,10.6,7,1
"4356",8.6,0.33,0.34,11.8,0.059,240,3.17,0.52,10,6,0
"2944",7.3,0.23,0.37,1.9,0.041,165,3.26,0.4,12.2,8,0
"3319",5.8,0.23,0.27,1.8,0.043,69,3.38,0.31,9.4,6,0
"5235",5.8,0.58,0,1.5,0.02,96,3.29,0.38,12.4,6,0
"2408",6,0.39,0.17,12,0.046,246,3.15,0.38,9,6,0
"342",10.6,0.42,0.48,2.7,0.065,18,3.21,0.87,11.3,6,1
"989",7.7,0.39,0.12,1.7,0.097,27,3.16,0.49,9.4,5,1
"991",7.7,0.39,0.12,1.7,0.097,27,3.16,0.49,9.4,5,1
"402",7.7,0.26,0.3,1.7,0.059,38,3.29,0.47,10.8,6,1
"6402",5.8,0.28,0.34,2.2,0.037,125,3.36,0.33,12.8,8,0
"763",8.8,0.7,0,1.7,0.069,19,3.31,0.53,10,6,1
"910",7.3,0.305,0.39,1.2,0.059,11,3.29,0.52,11.5,6,1
"915",7.3,0.305,0.39,1.2,0.059,11,3.29,0.52,11.5,6,1
"3004",9,0.31,0.48,6.6,0.043,73,2.9,0.38,11.6,5,0
"1312",6.5,0.51,0.15,3,0.064,27,3.33,0.59,12.8,6,1
"992",7.1,0.34,0.28,2,0.082,68,3.45,0.48,9.4,5,1
"994",7.1,0.34,0.28,2,0.082,68,3.45,0.48,9.4,5,1
"831",7.5,0.685,0.07,2.5,0.058,9,3.38,0.55,10.9,4,1
"3423",7.3,0.19,0.24,6.3,0.054,231,3.36,0.54,10,6,0
"3427",7.3,0.19,0.24,6.3,0.054,231,3.36,0.54,10,6,0
"5693",6.6,0.41,0.27,10.7,0.11,103,3.08,0.41,9,6,0
"5695",6.6,0.41,0.27,10.7,0.11,103,3.08,0.41,9,6,0
"1011",8.9,0.28,0.45,1.7,0.067,12,3.25,0.55,12.3,7,1
"2032",7.4,0.155,0.34,2.3,0.045,214,3.18,0.61,9.9,7,0
"2038",7.4,0.155,0.34,2.3,0.045,214,3.18,0.61,9.9,7,0
"4453",5.3,0.16,0.39,1,0.028,101,3.57,0.59,10.6,6,0
"4464",5.3,0.16,0.39,1,0.028,101,3.57,0.59,10.6,6,0
"2622",6.8,0.19,0.32,7.05,0.019,188,3.25,0.37,11.1,8,0
"4274",7.2,0.35,0.25,5.6,0.032,120,2.93,0.66,10.3,7,0
"1878",6.8,0.32,0.34,1.2,0.044,67,3.05,0.47,10.6,4,0
"993",6.5,0.4,0.1,2,0.076,47,3.36,0.48,9.4,6,1
"111",7.8,0.56,0.19,1.8,0.104,47,3.19,0.93,9.5,5,1
"115",7.8,0.56,0.19,1.8,0.104,47,3.19,0.93,9.5,5,1
"798",9.3,0.37,0.44,1.6,0.038,42,3.24,0.81,10.8,7,1
"4096",8.6,0.23,0.25,11.3,0.031,96,3.11,0.4,10.8,5,0
"4265",8.3,0.4,0.41,8.2,0.05,122,3.39,0.49,9.3,5,0
"48",8.7,0.29,0.52,1.6,0.113,37,3.25,0.58,9.5,5,1
"2934",9,0.24,0.5,1.2,0.048,107,3.21,0.34,12.4,6,0
"381",8.3,0.26,0.42,2,0.08,27,3.21,0.8,9.4,6,1
"383",8.3,0.26,0.42,2,0.08,27,3.21,0.8,9.4,6,1
"384",8.3,0.26,0.42,2,0.08,27,3.21,0.8,9.4,6,1
"968",8.5,0.66,0.2,2.1,0.097,113,3.13,0.48,9.2,5,1
"1574",6,0.58,0.2,2.4,0.075,50,3.58,0.67,12.5,6,1
"3537",7.3,0.13,0.27,4.6,0.08,172,3.23,0.39,11.1,7,0
"1274",7.5,0.58,0.2,2,0.073,44,3.1,0.43,9.3,5,1
"2441",8.7,0.23,0.32,13.4,0.044,169,3.12,0.47,8.8,7,0
"2442",8.7,0.23,0.32,13.4,0.044,169,3.12,0.47,8.8,7,0
"2448",8.7,0.23,0.32,13.4,0.044,169,3.12,0.47,8.8,7,0
"941",9.6,0.33,0.52,2.2,0.074,25,3.36,0.76,12.4,7,1
"3710",6.5,0.22,0.25,17.1,0.05,138,3.3,0.37,8.8,5,0
"3711",6.5,0.22,0.25,17.1,0.05,138,3.3,0.37,8.8,5,0
"3712",6.5,0.22,0.25,17.1,0.05,138,3.3,0.37,8.8,5,0
"3715",6.5,0.22,0.25,17.1,0.05,138,3.3,0.37,8.8,5,0
"5578",6.5,0.29,0.53,1.7,0.04,192,3.26,0.59,10.4,7,0
"3985",7.6,0.2,0.68,12.9,0.042,160,3.05,0.41,8.7,5,0
"3556",7.2,0.15,0.33,1.1,0.027,63,3.37,0.4,9.9,5,0
"435",10.4,0.41,0.55,3.2,0.076,54,3.15,0.89,9.9,6,1
"439",10.4,0.41,0.55,3.2,0.076,54,3.15,0.89,9.9,6,1
"6252",6.1,0.38,0.47,1.4,0.051,210,3.24,0.5,9.6,5,0
"4374",7,0.36,0.32,10.05,0.045,131,3.09,0.33,11.7,8,0
"4375",7,0.36,0.32,10.05,0.045,131,3.09,0.33,11.7,8,0
"3942",7.7,0.4,0.27,4.5,0.034,95,3.21,0.59,12.3,8,0
"6145",6.3,0.25,0.53,1.8,0.021,101,3.19,0.31,13,6,0
"251",10.8,0.32,0.44,1.6,0.063,37,3.22,0.78,10,6,1
"2709",9.2,0.22,0.4,2.4,0.054,151,3.04,0.46,9.3,4,0
"2047",6.5,0.41,0.24,14,0.048,113,3.44,0.53,9.8,6,0
"2048",6.5,0.41,0.24,14,0.048,113,3.44,0.53,9.8,6,0
"1247",7.4,0.74,0.07,1.7,0.086,48,3.12,0.48,10,5,1
"529",8.2,0.42,0.49,2.6,0.084,55,3.34,0.75,8.7,6,1
"1784",6.8,0.26,0.56,11.9,0.043,226,3.02,0.63,9.3,5,0
"5034",8.2,0.34,0.29,5.2,0.076,92,2.95,0.39,12.5,6,0
"2059",6.1,0.43,0.35,9.1,0.059,249,3.37,0.5,8.5,5,0
"1539",6.2,0.64,0.09,2.5,0.081,26,3.57,0.63,12,5,1
"5316",6.8,0.22,0.26,1.2,0.041,182,3.04,0.35,11.2,5,0
"2151",9.2,0.25,0.34,1.2,0.026,93,2.93,0.37,11.3,7,0
"2155",9.2,0.25,0.34,1.2,0.026,93,2.93,0.37,11.3,7,0
"4275",7.2,0.32,0.24,5.6,0.033,120,2.92,0.66,10.3,7,0
"220",7.8,0.53,0.33,2.4,0.08,144,3.3,0.6,9.5,5,1
"5674",6.6,0.35,0.19,10.5,0.06,82,3.13,0.38,9.9,4,0
"2183",7.4,0.24,0.22,10.7,0.042,81,2.86,0.36,9.7,6,0
"2185",7.4,0.24,0.22,10.7,0.042,81,2.86,0.36,9.7,6,0
"3332",6.6,0.545,0.04,2.5,0.031,111,3.14,0.32,11.9,5,0
"3002",7.4,0.4,0.29,5.4,0.044,122,3.3,0.5,11.1,8,0
"1185",6.7,0.64,0.23,2.1,0.08,119,3.36,0.7,10.9,5,1
"1189",6.7,0.64,0.23,2.1,0.08,119,3.36,0.7,10.9,5,1
"2659",5.3,0.3,0.2,1.1,0.077,166,3.3,0.54,8.7,4,0
"2198",5.9,0.27,0.29,11.4,0.036,115,3.35,0.48,10.5,8,0
"4165",7.3,0.37,0.16,14.9,0.048,240,3.13,0.45,8.9,5,0
"3552",8.1,0.31,0.36,8.2,0.028,142,3.01,0.34,13,7,0
"2375",6.4,0.225,0.48,2.2,0.115,104,3.24,0.58,12.1,6,0
"1892",7.4,0.28,0.42,19.8,0.066,195,2.96,0.44,9.1,5,0
"1168",8.2,0.33,0.39,2.5,0.074,48,3.32,0.88,12.4,7,1
"4020",8.1,0.4,0.32,7.9,0.031,118,3.05,0.46,13.3,7,0
"738",8.2,0.59,0,2.5,0.093,58,3.5,0.65,9.3,6,1
"3926",6.9,0.35,0.55,11.95,0.038,111,3.11,0.29,9.7,5,0
"3928",6.9,0.35,0.55,11.95,0.038,111,3.11,0.29,9.7,5,0
"3226",9,0.22,0.49,10.4,0.048,195,3.31,0.44,10.2,6,0
"1538",5.4,0.58,0.08,1.9,0.059,31,3.5,0.64,10.2,6,1
"6148",6.4,0.46,0.22,14.7,0.047,183,3.39,0.6,10.5,5,0
"1299",5.7,0.6,0,1.4,0.063,18,3.45,0.56,12.2,6,1
"1542",7.4,0.25,0.29,2.2,0.054,49,3.4,0.76,10.9,7,1
"1998",5.9,0.26,0.27,18.2,0.048,168,3.35,0.44,9.4,5,0
"562",9,0.44,0.49,2.4,0.078,121,3.23,0.58,9.2,5,1
"1150",10,0.35,0.47,2,0.061,11,3.23,0.52,12,6,1
"3393",7.4,0.35,0.31,17.95,0.062,187,3.27,0.64,9.1,5,0
"2055",6.4,0.41,0.24,14,0.048,113,3.44,0.53,9.8,6,0
"1336",6.6,0.58,0.02,2.4,0.069,40,3.38,0.66,12.6,6,1
"3414",8.2,0.42,0.29,4.1,0.03,100,3,0.32,12.8,7,0
"3422",8.2,0.42,0.29,4.1,0.03,100,3,0.32,12.8,7,0
"3095",7.6,0.29,0.49,9.6,0.03,197,3.13,0.38,12.3,7,0
"945",8.3,0.3,0.49,3.8,0.09,24,3.27,0.64,12.1,7,1
"4688",6.3,0.37,0.37,1.5,0.024,76,2.94,0.39,12.3,6,0
"1587",7.5,0.31,0.41,2.4,0.065,60,3.34,0.85,11.4,6,1
"4549",6,0.28,0.52,5,0.078,139,3.1,0.36,9,6,0
"2838",7.1,0.44,0.37,2.7,0.041,128,3.07,0.43,13.5,7,0
"2843",7.1,0.44,0.37,2.7,0.041,128,3.07,0.43,13.5,7,0
"1668",6.7,0.23,0.31,2.1,0.046,96,3.33,0.64,10.7,8,0
"1674",6.7,0.23,0.31,2.1,0.046,96,3.33,0.64,10.7,8,0
"5120",6,0.23,0.15,9.7,0.048,207,3.05,0.3,9.1,5,0
"5123",6,0.23,0.15,9.7,0.048,207,3.05,0.3,9.1,5,0
"1059",9.9,0.53,0.57,2.4,0.093,52,3.19,0.76,11.6,7,1
"3438",6.5,0.34,0.36,11,0.052,247,3.44,0.55,9.3,6,0
"1278",7,0.69,0,1.9,0.114,10,3.35,0.6,9.7,6,1
"335",7.9,0.65,0.01,2.5,0.078,38,3.34,0.74,11.7,7,1
